id,name,category,num_beds,address,suburb,state,postcode,longitude,latitude,comment,website
280,TOMAREE COMMUNITY HOSPITAL,Hospital,13.9,2 Trevally Street,NELSON BAY,NSW,2315,152.1590271,-32.72015381,"Tomaree Community Hospital provides health care to people living in Nelson Bay and surrounding areas. The hospital has 12 beds, as well as an additional two single bed ensuite rooms.  Tomaree Community Hospital is part of ^Hunter New England Local Health District.|| http://www.hnehealth.nsw.gov.au//^   Services we provide:  General Medicine, Geriatric, Palliative Care, adult and paediatric emergency care, adult acute medical inpatient care, adult emergency respite and postnatal care for women eligible for early discharge from their obstetric hospital.   Hospital personnel: Darene Anderson Cluster General Manager 02 4924 6540 Gary Spain Health Service Manager 02 4984 0700 Peter Finlayson Executive Medical Director 02 6767 7700  Admin Hours: 7:30am to 9pm   Visiting Hours: 10am to 1pm, 3pm to 8pm   For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.hnehealth.nsw.gov.au/
281,David Berry Hospital,Hospital,26,85 Tannery Road,BERRY,NSW,2535,150.7141113,-34.77557755,"David Berry is a community hospital near Nowra that provides rehabilitation, slow stream medical care and specialist palliative care. Reception open from 7:30am to 4:30pm.  David Berry Hospital is part of ^ Illawarra Shoalhaven Local Health District.|| http://www.islhd.health.nsw.gov.au//^   Visiting Hours: Rehab (Monday - Friday) 2.00pm-8.00pm,  Weekend 10.00am-8.00pm,    Palliative care 10.00am-12.00pm, 2.00pm-8.00pm   Hospital personnel: Allison Ruse Patient Care Representative 02 4464 6900 Melanie Vella Administration Officer 02 6756 4888  Hospital Performance Report: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.islhd.health.nsw.gov.au/
282,Bingara Multipurpose Service,Hospital,20.2,Copeton Dam Road,BINGARA,NSW,2404,150.5791626,-29.86379433,"Bingara Multi Purpose Service is a 21-bed facility providing general medical care, emergency care and aged care to people living in Bingara and the surrounding areas. The MPS also includes a Community Health Centre.  Bingara Multi Purpose Service is part of ^Hunter New England Local Health District.|| http://www.hnehealth.nsw.gov.au//^   Services we provide:  Heart, Gastroenterology, General Medicine, Neurology, Neurosurgery, Palliative Care, Respiratory  Visiting Hours:  9am to 8:30pm  Hospital personnel: Sue Mack Health Service Manager 02 6728 0100 Maree Bacigalupo Cluster General Manager 02 6721 9696 Peter Finlayson Executive Medical Director 02 6728 0100   For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.hnehealth.nsw.gov.au/
283,Murwillumbah District Hospital,Hospital,63.7,8 10 Ewing Street,MURWILLUMBAH,NSW,2484,153.40065,-28.32356644,"Murwillumbah District Hospital is a local community, level 3 rural hospital within the North Coast Area Health Service that provides multiple services.  Murwillumbah District Hospital is part of ^Northern NSW Local Health District.|| http://nnswlhd.health.nsw.gov.au//^   Services we provide:  Gastroenterology, General Medicine, General Surgery, Maternity, Ophthalmology, Orthopaedics, Rehabilitation, Respiratory, Urology.  Admin Hours: 8am to 4.30pm Monday to Friday  Visiting Hours: A&R Ward: 8am to 12pm; 2:30pm to 8pm and on request. Birthing Unit: 8am to 12pm immediate family only; all visitors 2:30pm to 8pm. Medical Ward: 8am to 12pm; 2:30pm to 8am and on request. Paediatric Ward: 8am to 12pm; 2:30pm to 8pm and on request. Surgical Ward: 8pm to 12pm; 2:30pm to 8pm and on request.  Hospital personnel: Tim Free General Manager 07 5506 7434 Anne Schefe Patient Care Representative 07 5506 7470  Hospital Performance Report: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://nnswlhd.health.nsw.gov.au/
284,Wilcannia Multi Purpose Service,Hospital,8,14 Ross Street,WILCANNIA,NSW,2836,143.3853149,-31.55639458,"Wilcannia Health Service is a multipurpose service that provides first line emergency care, observation and stabilisation of people requiring transport to a larger service and low and high care residential aged care services.  Admin Hours: 8:30am to 5pm",https://www.service.nsw.gov.au/nswgovdirectory/wilcannia-multi-purpose-service
285,Braidwood Multi Purpose Service,Hospital,28.1,73 Monkittee Street,BRAIDWOOD,NSW,2622,149.8053131,-35.44320297,"Braidwood Multi Purpose Service provides multiple services. Services include: A range of acute medical and community health services including an emergency department, well clinic, nursing service, physiotherapy, dietitian, counselling, immunisation clinic, palliative care, women's health service and community transport services.",http://www.snswlhd.health.nsw.gov.au/
286,CUMBERLAND HOSPITAL,Hospital,285.6,1-11 Hainsworth Street,WESTMEAD,NSW,2145,150.9961853,-33.80282211,,http://www.wslhd.health.nsw.gov.au
287,Albury Wodonga Health - Albury Campus,Hospital,,201 Borella Road,ALBURY,NSW,2640,146.9381256,-36.07839966,"Albury Wodonga Health is located on two sites, one in Albury, NSW, (formerly Albury Base Hospital) and the other in Wodonga, Victoria, (formerly Wodonga Regional Health Service). The cities of Albury and Wodonga are situated on the Murray River, at the border of New South Wales and Victoria. The Health Service has a catchment population of over 250,000 people. Services including Hospital, Emergency, Cardiac Rehabilitation, Paediatric",www.awh.org.au
288,NEWCASTLE PRIVATE HOSPITAL,Hospital,,14 Lookout Road,NEW LAMBTON HEIGHTS,NSW,2305,151.6986847,-32.92255402,,www.newph.com.au
289,Henty Multi Purpose Service,Hospital,15,7 Keighran Street,HENTY,NSW,2658,147.031723,-35.51603699,Henty Multi Purpose Service is an Aged and Acute Care Facility. The Facility maintains a 24 hour Emergency Department. The Community Health Centre is located at the same address. The Community Health Centre is open Monday to Friday 8:30am to 5:00pm.,
290,Wyalong Health Service,Hospital,22,70 Ungarie Road,WEST WYALONG,NSW,2671,147.1968231,-33.91643906,"West Wyalong Health Service is an integrated health service. The Hospital maintains a 24 hour emergency department. The Community Health Centre provides a range of primary health services, focussing on maintaining good health.",
291,Calvary Health Care Riverina,Hospital,,Hardy Avenue,WAGGA WAGGA,NSW,2650,147.3526306,-35.11856079,Private hospital,http://www.calvary-wagga.com.au
292,Coolamon Multi Purpose Service,Hospital,14,1 Doctor Buchanan Drive,COOLAMON,NSW,2701,147.1991882,-34.82023621,Coolamon Multi Purpose Service is an Aged and Acute Care Facility. The Facility maintains a 24 hour Emergency Department. The Community Health Centre is located at the same address. Community Health Centre is open Monday to Friday 8:30am to 5:00pm.,
293,Gosford Hospital,Hospital,485.7,76 Holden Street,GOSFORD,NSW,2250,151.3397064,-33.4204216,"Gosford Hospital is part of ^ Central Coast Local Health District.|| http://www.cclhd.health.nsw.gov.au//^  and is the principal referral hospital and regional trauma centre for the Central Coast.   Services we provide: General Medicine, General Surgery, Kidney Medicine, Maternity, Ophthalmology, Orthopaedics  Visiting Hours: Medical 1,2,4: 11am-8pm Medical 3: 11am-1pm(Family Only) and 2.30pm-8pm Medical 5,6 and Surgical 2, 3: 11am-1pm and 2.30pm-8pm Medical 7: 10am-1pm and 3pm-8pm Surgical 1: 11am to 1pm and 2pm to 8pm Surgical 4: 11am-1pm and 3pm-8pm. ICU 1 and 2: 8am-1pm and 3pm-8pm CCU: 11am-1pm and 2.30pm-8pm Maternity: 8am-12pm and 3pm-8pm Kids: 10am-1pm and 2pm-7pm Mental Health: Mon-Fri:4pm-8pm Weekend:10am-8pm  Hospital Personnel: Linda Davidson,Director of Nursing and Midwifery 02 4320 3485 Alison Latta, Director Medical Services 02 4320 3920  Hospital Performance Report:  For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^  For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.cclhd.health.nsw.gov.au/
294,Muswellbrook Hospital,Hospital,54.3,36 Brentwood Street,MUSWELLBROOK,NSW,2333,150.8999023,-32.26470566,"Muswellbrook District Health Service is a 46-bed facility which provides services to the people of the Upper Hunter district. The health service includes a Community Health Centre.  Muswellbrook Hospital is part of ^Hunter New England Local Health District.|| http://www.hnehealth.nsw.gov.au//^   Services we provide: Heart, Gastroenterology, General Medicine, Kidney Medicine, Maternity, Ophthalmology, Surgical, Paediatric, Chemotherapy, Renal dialysis, Allied health.  Admin Hours: 8am to 5pm Monday to Friday  Visiting Hours: 10am to 1pm then 3pm to 8pm Rest time maternity ward - 12.30pm to 2.30pm  Hospital personnel: Sue Aye General Manager 02 6542 2000   For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",www.hnehealth.nsw.gov.au
295,LAWRENCE HARGRAVE PRIVATE HOSPITAL,Hospital,,72 Phillip Street,THIRROUL,NSW,2515,150.9177094,-34.31019211,Rehabilitation hospital,www.ramsayhealth.com.au
296,Mudgee Health Service,Hospital,29.8,Cnr Meares & Lewis Street,MUDGEE,NSW,2850,149.5887299,-32.60406494,Mudgee Public hospital providing acute care and general medicine.,http://www.wnswlhd.health.nsw.gov.au/
297,Liverpool Hospital,Hospital,796.9,Elizabeth Street,LIVERPOOL,NSW,2170,150.9267273,-33.92053223,"Liverpool Hospital is a tertiary referral hospital providing a comprehensive range of high level clinical services including, medical surgical, emergency medicine, intensive care, oncology, mental health, women's health, newborn care and outpatient services.  The Hospital is a major trauma centre for NSW.  There is a strong commitment to teaching and research across a wide range of disciplines with the hospital. A general practice (GP) Clinic within the Outpatients Department is offered.",
298,Dunedoo Health Service MPS,Hospital,29.9,29-33 Digilah Street,DUNEDOO,NSW,2844,149.3970947,-32.01704788,"Our Multi-purpose service was developed to provide continuity of care and a balanced mix of services appropriate to meeting local health care needs in our community. MPS's integrate a range of health services, including acute care, subacute care (including respite and palliative care), emergency, aged care ,  allied health, oral health, primary health and community services. Please contact our service for further information on specific services we offer.",http://www.wnswlhd.health.nsw.gov.au/
299,Bellingen River District Hospital,Hospital,39.6,43 Church Street,BELLINGEN,NSW,2454,152.8946838,-30.4566555,"Bellingen River District Hospital is a local community, level 3 rural hospital within the North Coast Area Health Service that provides multiple services.  Bellingen River District Hospital is part of ^Mid North Coast Local Health District.|| http://mnclhd.health.nsw.gov.au//^   Services we provide: Heart, Gastroenterology, General Medicine, General Surgery, Neurology, Respiratory.  Visiting Hours: 10:00am-1:00pm and 3:00pm-8:00pm.  Admin Hours:  8am to 4.30pm  Hospital personnel: Helena Johnston Director Medical Services 02 6656 7022 Janelle Goodall Nurse Manager 02 6659 5800 Kathleen Boman Executive Officer/Director of Nursing Macksville & Bellingen Health Campuses 02 6659 5803 Reg Craig Aboriginal Health Liason Officer 02 6656 7058  Hospital Performance Report: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://mnclhd.health.nsw.gov.au/
